Lemma,Grundform 
Heinkel,['Buckelhanker']
Stütze,"['Buckelstütze', 'Salzstütze', 'Stütze']"
Thomas,"['Buckelthomas', 'Buckelthomaszeit', 'Butzethomas', 'Hollethomas', 'Pelzethomas', 'Plattenthomas', 'Rollerthomas', 'Rumpelthomas']"
Genick,"['Bullengenick', 'Bummelgenack', 'Bummelgenick', 'Fettgenack', 'Fressgenack', 'Halsgenick', 'Halsgenäck', 'Hammelsgenack', 'Hummelgenack', 'Hummelgenick', 'Saugenack', 'Speckgenack', 'Speckgenick', 'Stiergenack', 'Wohlstandsgenack']"
Bulzemärtel,['Bulzemärtel']
Wamme,"['Bummelwamme', 'Hitschenwampe', 'Kuhwamme']"
Bummel,"['Bummer', 'Fichtenbummelein', 'Gemeindebummel', 'Hurenbummel', 'Kieferbummelein', 'Säubummer', 'Tannenbummelein']"
Kneipe,['Bumskneipe']
Lokal,['Bumslokal']
vier,"['Bumsviertel', 'Dirnenviertel', 'Garbenviertel', 'Getreideviertel', 'Grabviering', 'Halbviertelhalb', 'Heustockviertel', 'Heuviertel', 'Hurenviertel', 'Kornviertel', 'Krachviertel', 'Liebesviertel', 'Mittelviertel', 'Nuttenviertel', 'Puffviertel', 'Rübenviertel', 'Scheuereviertel', 'Scheuerviertel', 'Scheunenviertel', 'Schnallenviertel', 'Stadelsviertel', 'Stadelviertel', 'Streuviertel', 'Strichviertel', 'Strohviertel', 'Tennviertel', 'Weizenviertel']"
Gruppe,"['Burschengruppe', 'Jugendgruppe', 'Landjugendgruppe']"
Schurz,"['Buselschürze', 'Kirchweihschürze', 'Platzschürze', 'Schürze', 'Unterschurz', 'Unterschurze', 'Unterschürze']"
butt,"['Buttel', 'Buttelein', 'Patscherbuttel', 'Wechselbutte', 'Zeiserbuttlein']"
Ball,"['Butterballen', 'Bändleinballen', 'Fetzenball', 'Fleckball', 'Fleckballen', 'Fleckelball', 'Fleckelballen', 'Fleckeleinsball', 'Fleckeleinsballen', 'Fleckenball', 'Fleckenballen', 'Fleckerlball', 'Fleckerlballen', 'Fleckleinball', 'Fleckleinballen', 'Fleckleinsball', 'Fleckleinsballen', 'Flecklerball', 'Flecklersballen', 'Flickball', 'Flickballen', 'Fußball', 'Fußballen', 'Fußballer', 'Fußballern', 'Grasballen', 'Grundbirnenball', 'Hackfleischball', 'Handballen', 'Hopfenball', 'Krampfballen', 'Käseballen', 'Lappenball', 'Lumpenball', 'Lumpenballen', 'Läuseballen', 'Rasenballen', 'Schneeball', 'Schneeballen', 'Schneeballschmeißen', 'Schockballen', 'Spaßbälle', 'Stoffball', 'Stoffballen', 'Stoffbällchen', 'Stoffrestballen', 'Stoffresteball', 'Stopfball', 'Stopfballen', 'Stoßballen', 'Strohballen', 'Wiesenballen', 'Wolkenballen']"
Butter,"['Butterbätzlein', 'Maisbutter', 'Neuntagebutter', 'Neuntagesbutter', 'Neuntagsbutter', 'Rahmbutterig', 'Schmarrenbutter']"
Fladen,"['Butterfladen', 'Eierflädlein', 'Erdbirnenflädelein', 'Geschwimmflädlein', 'Kuhfladen', 'Kühfladen', 'Mistfladen', 'Schwimmfladen', 'Schwimmflädlein', 'Schwingflädlein']"
Griffel,"['Buttergriffel', 'Christkindleinsgriffel', 'Gänsgriffelein', 'Holzgriffel', 'Kratzgriffel', 'Mehlgriffel', 'Schiefergriffel', 'Schulgriffel', 'Steingriffel', 'Stiftgriffel', 'Tafelgriffel']"
Knolle,"['Butterknolle', 'Euterknollen', 'Harzknolle', 'Höckerknöllein', 'Liebesknolle', 'Schneeknolle', 'Sellerieknolle', 'Teufelsknolle']"
Lärche,"['Butterlärche', 'Dockenlärche']"
Model,"['Buttermodel', 'Butterzeugmodel', 'Holzmodel', 'Plätzchenmodel', 'Plätzleinmodel', 'Plätzleinsmodel', 'Schneemodel', 'Zuckermodel']"
Sieb,"['Buttersiebel', 'Dreschsieb', 'Erbsensieb', 'Erdäpfelsieb', 'Fruchtsieb', 'Futtersieb', 'Futtersieblein', 'Gaulsieb', 'Gerstensieb', 'Getreidesieb', 'Gäulsieb', 'Haarsieb', 'Hafersieb', 'Handsieb', 'Hälmsieb', 'Kaffeesieb', 'Kaffeesieblein', 'Kernsieb', 'Kleesamensieb', 'Kleesieb', 'Kornsieb', 'Körnersieb', 'Küchensieb', 'Küchleinsieb', 'Mehlsieb', 'Mehlsiebelein', 'Mehlsieblein', 'Milchsieb', 'Radelsieb', 'Radesieb', 'Salatsieb', 'Sandsieb', 'Sprengersieb', 'Stadelsieb', 'Staubsieb', 'Teesieb', 'Weizensieb']"
Soße,"['Buttersoße', 'Zwetschgensoße', 'Zwiebelsoße']"
Bockerlein,['Butzelbockerlein']
Boz,"['Butzen', 'Holleboz', 'Holleboze', 'Hollebozer', 'Hollebutz', 'Hollebutzer', 'Holleböz', 'Hollebüz', 'Nachtböz', 'Pfändbutz', 'Pfändbutzen', 'Raubauz', 'Raubauziger', 'Sackbozel', 'Tatterbutzen']"
Hiefe,"['Butzhiefe', 'Hundshiefelein']"
bammeln,['Bämperer']
Ding,"['Bärending', 'Eingedungener', 'Eisending', 'Klapperding', 'Kühdinglein', 'Läusding', 'Mordsding', 'Riechding', 'Riesendinger', 'Scheißding', 'Spielding', 'Streichding', 'Ärmelsding']"
Dreck,"['Bärendreck', 'Dreschdreck', 'Erdäpfeldreck', 'Extradreck', 'Fingernägeldreck', 'Gassendreck', 'Geißdreck', 'Gänsdreck', 'Gänsedreck', 'Hammelsdrecker', 'Hennendreck', 'Hitschdreck', 'Hundsdreck', 'Hundsdrecker', 'Hundsdrecklein', 'Hähnerdreck', 'Hühnerdreck', 'Katzendreck', 'Katzendrecklein', 'Krippendreck', 'Kuhdreck', 'Kühdreck', 'Kühdrecker', 'Kühebatzen', 'Kühedreck', 'Kühscheißdreck', 'Läusdreck', 'Matschedreck', 'Maurersdreck', 'Mausdreck', 'Mausdrecklein', 'Mäurersdreck', 'Mäusdreck', 'Mäusedreck', 'Mörteldreck', 'Mückendreck', 'Ochsendreck', 'Peterleinsdreck', 'Petersdreck', 'Pferdedreck', 'Saudreck', 'Scheißdreck', 'Scheißdrecklein', 'Schnupfdreck', 'Straßendreck', 'Säudreck']"
Fell,"['Bärenfell', 'Deckfell', 'Katzenfell']"
Tatze,"['Bärentatze', 'Fingertatzen', 'Katzentatze', 'Katzentätzlein', 'Narrentatze', 'Nasstatze', 'Sumpftatze']"
Ameise,"['Bärämeisenhaufen', 'Lämetzenhaufen', 'Pfetzämeisenhaufen', 'Pfetzämeishaufen', 'Pfetzämetzenhaufen', 'Seichameise', 'Seichametzen', 'Seichhhämeisenhaufen', 'Seichhämeisen', 'Seichhämeisenhaufen', 'Seichsämetzhaufen', 'Seichämeisenhaufen', 'Seichämeishaufen', 'Ämeisenhaufen', 'Ämeishaufen', 'Ämetzenhaufen', 'Ämetzgehaufe', 'Ämetzhaufen']"
Mark,"['Bätzenmarke', 'Fellmarke', 'Flurmark', 'Flurmarkung', 'Gemeindemark', 'Gemeindemarkung', 'Grenzenmarkung', 'Grenzgemarkung', 'Grenzmarkung', 'Hausmarke', 'Hiefenmark', 'Ohrenmarke', 'Ohrmarke', 'Ortsmarkung', 'Schafmarke', 'Viermarker']"
Stadel,"['Bätzenstadel', 'Schafstadel']"
Muck,"['Bösmucke', 'Mucker']"
Bube,['Büblein']
Fleisch,"['Büchsenfleisch', 'Dörrfleisch', 'Dürrfleisch', 'Fleischfässlein', 'Fleischkalter', 'Gregelfleisch', 'Gretelfleisch', 'Gretenfleisch', 'Gretselfleisch', 'Gretsfleisch', 'Grettelfleisch', 'Griebenfleisch', 'Hammenfleisch', 'Hockfleisch', 'Kalbfleisch', 'Kesselfleisch', 'Knochenfleisch', 'Kopffleisch', 'Krenfleisch', 'Kronfleisch', 'Krumbeinfleisch', 'Kühfleisch', 'Rauchfleisch', 'Rehfleisch', 'Riemenfleisch', 'Rindfleisch', 'Ruhefleisch', 'Ruhfleisch', 'Räucherfleisch', 'Sauerfleisch', 'Schinkenfleisch', 'Schlotfleisch', 'Schnitzfleisch', 'Schwarzfleisch', 'Schöpffleisch', 'Schöpsenfleisch', 'Schüpffleisch', 'Seitenfleisch', 'Selchfleisch', 'Sitzfleisch', 'Solfleisch', 'Speckfleisch', 'Spintfleisch', 'Sudfleisch', 'Sulchfleisch', 'Sulfleisch', 'Wellfleisch', 'Wellsfleisch', 'Zenterlingfleisch']"
Büche,['Büchslein']
Stahl,['Bügelstahl']
Dame,"['Bürodame', 'Lebedame', 'Riesendame', 'Schreibdame', 'Tippdame']"
hocken,"['Bürohockerin', 'Eckenhocker', 'Federnhocker', 'Fetthöcker', 'Fußhocker', 'Grenzhocker', 'Herumgehock', 'Klassenhocker', 'Nachhockerlein', 'Nesthocker', 'Nesthockerin', 'Nesthockerlein', 'Ofenhocker', 'Schulhocker', 'Stadthocker', 'Stubenhocker', 'Stubenhockerin', 'Taschenhocker']"
Madmoiselle,"['Büromamsell', 'Schreibmamsell', 'Schreibtischmamsell', 'Tippermamsell', 'Tippmamsell']"
Maus,"['Büromaus', 'Duckmaus', 'Duckmauser', 'Duckmauserin', 'Ducksmäuslein', 'Fledermaus', 'Holzmauser', 'Kellermaus', 'Kirchenmaus', 'Linksmauser', 'Mausöhrchen', 'Rattenmaus', 'Spitzmaus', 'Spitzmäuslein', 'Wassermaus', 'Wühlmaus', 'Zuckermäuslein']"
Borste,"['Bürste', 'Fettborste', 'Maisborsten', 'Sauborsten', 'Saubörsten', 'Säuborste', 'Säuborsten', 'Säuborster', 'Weizenborsten', 'Widerborst', 'Widerborste', 'Widerborsten', 'Widerborster', 'Widerborstiger']"
böse,['Bützelböser']
Lack,['Chaisenlack']
Remise,"['Chaisenremise', 'Schüsselremise']"
Christus,['Christkindchen']
Barbara,"['Christkindleinsbärbelein', 'Dreckbärbel', 'Käsbärbel', 'Marktbärbel', 'Pissbärbel', 'Sandbarbel', 'Schnappbabel', 'Sottbärbel']"
Monat,"['Christmonat', 'Lenzmonat', 'Neumonat']"
Sandale,"['Christussandale', 'Feldsandale', 'Heilandssandale', 'Herrgottssandale', 'Jesussandale', 'Kapuzinersandale', 'Kneippsandale', 'Ledersandale', 'Riemensandale', 'Römersandale', 'Schnallensandale']"
Woche,"['Christwochen', 'Mittwoch', 'Mittwochneu', 'Stöberwochen', 'Weihnachtswoche']"
Dose,"['Cremedose', 'Doselein', 'Dösel', 'Nigrindose', 'Salzdose', 'Sammeldose', 'Schmarrdose', 'Schmierdöslein', 'Schnupftabaksdose', 'Schuhcremedose', 'Schuhputzdöslein', 'Schuhwichsdose', 'Schuhwichsdöslein', 'Teufelsdose', 'Teufelsschnupftabakdose', 'Wichsdose', 'Wichsdöslein', 'Äpfeldose']"
Crispínus,['Crispel']
Crispinus,['Crispelein']
selb,"['DTS', 'RDS', 'RTS', 'TTS']"
Balkon,"['Dachbalkon', 'Mordsbalkon']"
Fieder,"['Dachfieder', 'Gefieder', 'Ingefieder', 'Strohfieder']"
First,['Dachfirst']
Galerie,['Dachgalerie']
Kandel,"['Dachkandel', 'Flusskandel', 'Flusskarre', 'Kandel', 'Straßkandel']"
Latte,"['Dachlatte', 'Firstlatte', 'Fußlatte', 'Latte', 'Mauerlatte', 'Mistlatte', 'Querlatte', 'Schlittenlatte', 'Schlittenlättlein', 'Schneelatte', 'Sitzlatte', 'Sitzquerlatte', 'Sprössellatte', 'Standlatte', 'Zaunlatte']"
Pfatte,"['Dachpfette', 'Firstpfette', 'Firstpfetten', 'Freipfette', 'Fußpfette', 'Giebelpfette', 'Pfatte', 'Pfette', 'Ränderpfette', 'Stuhlpfette']"
Pfosten,"['Dachpfosten', 'Firstpfettenpfosten', 'Firstpfosten', 'Gartenpfosten', 'Hahnenbalkenpfosten', 'Hofpfosten', 'Sandsteinpfosten', 'Torpfosten', 'Türpfosten']"
Trauf,"['Dachrinnentrauf', 'Dachtrapp(en)', 'Dachtrauf', 'Dachtraufe', 'Dachträufig', 'Regentrauf', 'Regentraufe']"
Ross,"['Dachross', 'Dachrösslein', 'Dampfross', 'Stahlross', 'Walross']"
Schaub,"['Dachschaub', 'Hegschaub', 'Hegschaube', 'Heuschaub', 'Pfandschaub', 'Pfändeschaub', 'Pfändschaub', 'Pfändschäub', 'Pfändschäube', 'Schaube', 'Schneeschaub', 'Schäubelein', 'Strohschaub', 'Strohschaublein', 'Strohschaubs', 'Strohschäublein']"
Schiefer,"['Dachschiefer', 'Holzschiefer']"
Trüpf,['Dachtrüpf']
Dampes,['Dampes']
Georg,"['Dampfergerg', 'Fliegengirgel', 'Georgina', 'Girgel', 'Gänsgergel', 'Haarpomadengerg', 'Hansgirgel', 'Hansjörg', 'Heringsgerglein', 'Knappschorsch', 'Latschengori', 'Pomadengirgel', 'Schloddergori', 'Schürgergel', 'Steckeleinsgerg', 'Weihergerg', 'Würstgerg']"
Wolfgang,['Dampferwolf']
Kessel,"['Dampfkessel', 'Feldkessel', 'Weihkesselein', 'Weihwasserkesselein']"
Lok,"['Dampflok', 'Dampfmaschinenlok', 'Dreschlok']"
Lokomobil,['Dampflokomobil']
Lokomotive,"['Dampflokomotive', 'Dreschlokomotive']"
plaudern,"['Dampfplauderer', 'Dorfplauderer', 'Gernplauderer', 'Leergeplauder', 'Leerplaudere', 'Leerplauderei', 'Leerplauderer', 'Vielplauderer']"
Datz,['Datzer']
Quatsch,"['Dauerquatscher', 'Nestquatsch', 'Nettquatscher', 'Quatsche', 'Schneequatsch', 'Watsche']"
Rauch,"['Dauerraucher', 'Hasenraucher', 'Hasenraucherlein', 'Kettenrauchen', 'Kettenraucher', 'Krötenrauch', 'Luftgeräucherter', 'Rauch', 'Rauchen', 'Stangenraucher', 'Tabakrauch', 'Teufelsrauch', 'Wiesenpuffer', 'Wiesenraucher', 'Zigarettenrauch', 'Zigarrenrauch', 'Zigarrensrauch']"
dick,"['Daumendick', 'Daumensdick', 'Nudeldick']"
Eber,"['Dauscheber', 'Saueber', 'Tolleneber', 'Wildeber']"
Ohr,"['Dauschenohren', 'Dauschohren', 'Hasenohr', 'Hasenohren', 'Katzenohren', 'Leuchsenohr', 'Sauohr', 'Schlackohr', 'Schlappohr', 'Schlappöhrlein', 'Schlitzohr', 'Schweinsohr', 'Schweinsöhrlein', 'Spitzohr', 'Säuohr', 'Säuohrlein', 'Säuschlappohr', 'Säuöhrlein']"
dehnen,['Dehneis']
Schifft,"['Deichselgeschifft', 'Einschifftiger', 'Einschiftige', 'Einschiftiger', 'Einschiftiges']"
Nabe,"['Deichselnabe', 'Eisennabe', 'Haufennabe', 'Holznabe', 'Nabe', 'Radnabe', 'Ringnabe', 'Wagennabe']"
Schraube,"['Deichselschraube', 'Einschraube', 'Hemmschraube', 'Hubschrauber', 'Schrauber', 'Wagenschraube']"
Steg,"['Deichselsteg', 'Hennensteg', 'Katzensteglein', 'Laussteg']"
Wange,"['Deichselwange', 'Hennenwinge', 'Herzwangiger', 'Leiterwangen']"
Deisem,['Deisen']
Amboss,"['Dengelamboss', 'Dengelambosslein']"
Bahn,"['Dengelbahn', 'Eisbahn', 'Eisenbahn', 'Eisenbahner', 'Eisenbahnerer', 'Eisenbähner', 'Kinderschlittenbahn', 'Lausrennbahn', 'Lenkbahn', 'Lenkbahner', 'Lokalbahn', 'Läuserennbahn', 'Rennbahn', 'Rodelbahn', 'Rollbahn', 'Rutschbahn', 'Schleifbahn', 'Schlittbahn', 'Schlittelbahn', 'Schlittenbahn', 'Schlitterbahn', 'Schlittesbahn', 'Schwindelbahn', 'Senselbahn', 'Sensenbahn', 'Staatsbahn', 'Straßenbahn']"
breit,"['Dengelbreiting', 'Drillbreite', 'Handbreit', 'Mahndenbreite', 'Maschinenbreite', 'Maschinenbreiting', 'Mistbreiten', 'Mähbreite', 'Nestbreitelein', 'Saatbreite', 'Spurbreite', 'Säbreite', 'Säbreiting', 'Sämaschinenbreite', 'Sämaschinenbreiting', 'Wurfbreite', 'Wurfbreiting']"
Bank,"['Dengelbänklein', 'Eselsbank', 'Eselsbanklein', 'Fensterbank', 'Fensterbanklein', 'Fensterbänkel', 'Fensterbänklein', 'Fußbank', 'Fußbankel', 'Fußbänklein', 'Griffelbänklein', 'Hobelbank', 'Höllbank', 'Katzenbank', 'Knüpfelbänklein', 'Kutschbank', 'Kutscherbank', 'Lehnenbank', 'Leiterbank', 'Mauerbank', 'Ofenbank', 'Sandbank', 'Scherbenbank', 'Schichtholzbank', 'Schlichtholzbank', 'Schlittenbank', 'Schlittenbänklein', 'Schuhbänklein', 'Sitzbank', 'Steckenbank', 'Sterholzbank']"
Galgen,['Dengelgalgen']
Hamme,"['Dengelhamme', 'Senselhamme', 'Sensenhamme', 'Säuhamme']"
dezimal,['Dezimal']
Fest,"['Dickfest', 'Dreschfest', 'Erntedankfest', 'Erntefest', 'Feuerwehrfest', 'Schlachtfest', 'Teichfest', 'Volksfest']"
Madame,"['Dickmadame', 'Läusemadame', 'Staatsmadame', 'Stadtmadame', 'Trudelmadame']"
Mast,"['Dickmaster', 'Getreidemast', 'Gänsemästen', 'Kartoffelmast', 'Kartoffelnmast', 'Kartoffelrübenmast', 'Molkemast', 'Schrotmast', 'Trockenmast']"
Mops,"['Dickmops', 'Fettmops', 'Rollmops']"
Wampe,"['Dickwampeter', 'Fettwampe', 'Fettwamps', 'Froschwampel', 'Gewams', 'Halswamp', 'Kuhwampe', 'Kuttelwamme', 'Kühwamme', 'Speckwampe']"
Wams,"['Dickwams', 'Fettwams', 'Hasenkuhwamser']"
Knecht,"['Diebsknecht', 'Fersenknecht', 'Fuhrknecht', 'Holzknecht', 'Landsknecht', 'Leuchsenknecht', 'Platzknecht', 'Rossknecht', 'Schlitzknecht', 'Schuhknecht', 'Speckknecht', 'Stiefelknecht', 'Weberknecht']"
Dienstag,['Dienstag']
Disput,['Disputat']
Mama,"['Dockenmama', 'Großmama']"
Dol,"['Dol', 'Gießerdolein', 'Kellerdol', 'Sickerdol', 'Steindole', 'Wiesendole']"
Traube,"['Doldentraube', 'Haselnussträubelein', 'Johannisbeerträublein', 'Johannistraube', 'Johannistraubelein', 'Johannisträubel', 'Johannisträubelein', 'Johannisträublein', 'Johannisträuchen', 'Weintraube']"
Dolde,"['Dolle', 'Hopfendolde', 'Maisdolde', 'Maisdoldenhaar']"
Pfaffe,['Dompfaff']
knärfen,['Donnersknärfe']
Johannes,"['Dooferjan', 'Hannebambel', 'Katzenhansel', 'Knatterhannes', 'Knotterhannes', 'Lehrerhansel', 'Lehrerhanselein', 'Merhannes', 'Nörgelhannes', 'Pappelhannes', 'Pappelhans', 'Plapperhannes', 'Plattenhannes', 'Plempelhannes', 'Pomadenhansel', 'Popelhans', 'Prahlhans', 'Prahlhansel', 'Prozesshannes', 'Prozessshannes', 'Rauhans', 'Regenhans', 'Rotzkannes', 'Schlackerhannes', 'Schlafhannes', 'Schlafhans', 'Schlapphannes', 'Schlapphans', 'Schmarrhans', 'Schnatterhannes', 'Schulhansel', 'Schulhanselein', 'Seichhannes', 'Stolperhannes', 'Storchhansel', 'Streithänsel', 'Taubenhannerlein', 'Taubenhannes', 'Taubenhanni', 'Taubenhannlein', 'Traumhannes', 'Traumhans', 'Traumhanselein', 'Weifhans', 'Weiherhansel', 'Winterhans', 'Zappelhannes']"
Bockbier,['Doppelbock']
hobeln,"['Doppelhobel', 'Dreckshobel', 'Füghobel', 'Gesimshobel', 'Krauthobel', 'Rundhobel', 'Schiffshobel']"
Schier,['Doppelschier']
Sprosse,"['Doppelsprosse', 'Leiternsprosse', 'Leiternsprössel', 'Leitersprosse', 'Leitersprossen', 'Leitersprössel', 'Längssprosse', 'Sprosse', 'Zaunsprössel']"
Ster,"['Doppelster', 'Holzster', 'Prügelster', 'Wellenster', 'Zweimeterster']"
dienen,"['Doppeltverdiener', 'Doppelverdiener', 'Gemeindediener', 'Handdienst', 'Kirchendiener', 'Nebenverdiener', 'Nebenverdienstler', 'Polizeidiener', 'Schmierplatzverdiener', 'Schuldienerin', 'Stalldienst', 'Wohldiener', 'Wohldienerin', 'Wohldiern', 'Wohlsdienerei', 'Zuverdiener']"
gemein,"['Dorfgemeinschaft', 'Familiengemeinschaft', 'Hundsgemeinheit', 'Zonengrenzgemeinde']"
Hül,"['Dorfhül', 'Gemeindehül', 'Hirtenhül', 'Hül', 'Ortshül']"
Jugend,"['Dorfjugend', 'Landjugend']"
Kalesche,['Dorfkalesche']
klappen,"['Dorfklapperin', 'Herzklapperer', 'Klapper', 'Klapperer', 'Scheuklappe']"
Lache,"['Dorflache', 'Drecklache', 'Froschlache', 'Lache', 'Mordslache', 'Regenlache', 'Seifenlache', 'Sumpflache', 'Tropflache', 'Wasserlache']"
Mauer,"['Dorfmauer', 'Gartenmauer', 'Kürmauer', 'Menschermauer', 'Schüttmauer', 'Stadtmauer', 'Staumäuerlein', 'Steinmauer']"
Post,"['Dorfpost', 'Schneckenpost']"
raspen,"['Dorfraspel', 'Holzraspel', 'Hufraspel', 'Säraspel', 'Süßholzraspler']"
See,"['Dorfsee', 'Dorfseelein', 'Feuersee', 'Fischsee', 'Fischseelein', 'Kieferseela', 'Schulsee']"
Trommel,"['Dorftrommel', 'Gemeindetrommel', 'Maultrommel', 'Maultrommler']"
Hecke,"['Dornenhecke', 'Dornhecke', 'Dörnerhecke', 'Geheck', 'Hecke', 'Holzhecken', 'Schlehenhecke', 'Stangenhecke', 'Ständleinshecke']"
Häppe,"['Dornhäppe', 'Häppe', 'Häppelein', 'Häpper', 'Reuthäppe', 'Wetterhäppe']"
Zaine,"['Dorrzainlein', 'Schneezaine']"
Keller,"['Dorschenkeller', 'Erdbirnenkeller', 'Erdäpfelkeller', 'Erdäpfelskeller', 'Felsenkeller', 'Futterkeller', 'Grundbirnenkeller', 'Grundbirnenskeller', 'Hauskeller', 'Kartoffelkeller', 'Kohlkeller', 'Patakenkeller', 'Rangesenkeller', 'Rangeskeller', 'Rummelsenkeller', 'Runkelkeller', 'Runkelskeller', 'Rübenkeller', 'Wurzelkeller']"
dos,"['Dosel', 'Doser', 'Döselein', 'Traumduse', 'Zerrduse']"
Seil,"['Drahtseil', 'Garbenseil', 'Garbseil', 'Glockenseil', 'Heringseil', 'Heuseil', 'Hopfenseil', 'Kopfseil', 'Kornseil', 'Krötenseilein', 'Leitseil', 'Läutseil', 'Mutseil', 'Narrenseil', 'Spannseil', 'Strohseil', 'Wagenseil', 'Wiesseil', 'Windenseil', 'Windseil', 'Wäscheseil', 'Zaumseil', 'Zugseil']"
Bad,"['Dreckbaden', 'Schneesonnenbad', 'Stäffeleinsbader', 'Wildbad', 'Zungenbader']"
bampeln,"['Dreckbampel', 'Haselnussbämpelein', 'Katzenbämpelein', 'Scheuerbampel', 'Scheuernbompel']"
leer,"['Dreckeimerausleerer', 'Kehrichteimerleerer']"
Finger,"['Dreckfinger', 'Fingerdippen', 'Herrgottsfinger', 'Hygienefinger', 'Kleinfinger', 'Langfinger']"
Flegel,"['Dreckflegel', 'Dreschflegel', 'Waschflegel', 'Wäscheflegel']"
Imme,['Dreckimme']
panschen,"['Dreckpanscher', 'Eispansch', 'Herumgepansche', 'Kaltwasserpanscher', 'Weinpanscher']"
Pfote,"['Dreckpfote', 'Frechpfote', 'Hundepfote', 'Hundspfote', 'Hundspfötchen', 'Hundspföteln', 'Hundspfötlein', 'Händpfötschlein', 'Katzenpfote', 'Katzenpfötchen', 'Katzenpfötel', 'Katzenpfötlein', 'Linkspfotner', 'Samtpfoten', 'Samtpfötlein', 'Säupfotsche', 'Säupfötlein', 'Säupfötschlein']"
Pfütze,"['Dreckpfütze', 'Eispfütze', 'Regenpfütze', 'Regenwasserpfütze', 'Traufpfütze', 'Wasserpfütze']"
Russe,"['Dreckrussen', 'Kohlenrusse', 'Russlein', 'Stupfelrusse']"
sappen,"['Drecksapper', 'Schneegesapp', 'Vollsapper']"
schlarren,['Dreckschlarrer']
schlattern,"['Dreckschlatter', 'Dreckschlätte', 'Schlatterer']"
Spachtel,"['Dreckspachtel', 'Holzspachtel', 'Pflugspachtel', 'Teigspachtel']"
Suckel,"['Drecksuckelein', 'Krätzensuckelein', 'Lappensuckel', 'Milchsuckel', 'Milchsuckelein', 'Milchsuckerl', 'Saufsuckelein', 'Saugsuckelein', 'Suckelsäulein', 'Sucksäulein']"
Sulle,['Drecksulle']
Sutte,"['Drecksutte', 'Wassersutte']"
tappen,"['Drecktapper', 'Drecktapser', 'Fußtapfen', 'Fußtapfer', 'Fußtappen', 'Fußtapper', 'Fußtapse', 'Halbtapp', 'Haustapp', 'Hundstapper', 'Katzentapper', 'Katzentapplein', 'Menschentapper', 'Nachttappelein', 'Pfützentapper', 'Pritschentäpper', 'Schneetapfen', 'Schneetappen', 'Schneetapper', 'Schuhtapser', 'Schultäppelein', 'Seichtapp', 'Seichtappen']"
trappen,"['Drecktrapper', 'Fußtrappen', 'Fußtrapper', 'Jesustrapper', 'Schneetrapper']"
Waffel,"['Dreckwaffel', 'Waffel']"
wimmeln,['Dreckwimmel']
Sichel,"['Dreiersichel', 'Halbmondsichel', 'Mondsichel', 'Vierersichel']"
hoch,"['Dreikäsehoch', 'Dreikäsehoher', 'Dreikäshoch', 'Kniehoch']"
schlau,"['Dreimalschlau', 'Superschlauer']"
Zinken,"['Dreizinkete', 'Fünfzinkete', 'Kammzinken', 'Zehnzinketer', 'Zweizinker', 'Zweizinkete', 'Zweizinkige']"
Genosse,"['Dreschgenossenschaft', 'Eidgenosse']"
rumpeln,"['Dreschrumpel', 'Mannsbilderrumpel', 'Matzrumpel', 'Schneerömpel', 'Schneerümpel', 'Waschrumpel', 'Wäscherumpel']"
schwinden,"['Dreschschwund', 'Kopfschwindel']"
fehlen,"['Druckfehler', 'Säfehler']"
Punkt,"['Druckpunkt', 'Mittelpunkt', 'Standpunkt', 'Treffpunkt']"
gacken,"['Drudengackelein', 'Froschgackel', 'Froschgackelein', 'Fröschgackel', 'Fröschgackelein', 'Gackel', 'Gackere', 'Gackerhannes', 'Gackse', 'Hasengackel', 'Hasengackelein', 'Hexengackelein', 'Hitschengackelein', 'Judengackelein', 'OStergackelein', 'Ostergackelei', 'Ostergackelein', 'Osterhasengackelein', 'Schuttgackerer', 'Schuttgockerer', 'Schwartengackelein', 'Tannengackelein', 'Vogelgackelein']"
Berg,"['Drückeberger', 'Engelsberg', 'Faulenberger', 'Faulerberger', 'Herbstberg', 'Königsberger', 'Plattenberger', 'Rodelberg', 'Schlittenberg', 'Schlittenbergel', 'Schlittenberglein', 'Steckelsberg', 'Streitberger', 'Streiteberger', 'Streitenberger', 'Windbeutelbergerer']"
Baby,"['Dschungelbaby', 'Lehrerbaby']"
Meier,"['Duckmeier', 'Gescheitmeier', 'Heulmeier', 'Oberschlaumeier', 'Schlaumeier', 'Zappelmeier']"
Duckmäuser,"['Duckmäusel', 'Duckmäuselein', 'Duckmäuser', 'Duckmäuserin']"
Hurde,"['Dunghurdenwagen', 'Dunghurdwagen']"
Tür,"['Dungtür', 'Dungtürel', 'Dungtürlein', 'Einsetztürlein', 'Haustür', 'Hennentür', 'Hosentürlein', 'Hühnertürl', 'Hühnertürlein', 'Kellertür', 'Schreinerstür', 'Stalltür', 'Tür']"
Kippe,['Dunstkippe']
einander,"['Durcheinander', 'Haardurcheinander', 'Mordsdurcheinander', 'Untereinander', 'Warmbeieinanderlein', 'durcheinanderbringen']"
schreiben,"['Durcheinandergeschrei', 'Füllschreiber', 'Maschinenschreiberin', 'Schaukelschreiber']"
quick,['Durchgequixter']
riechen,['Durchgerochener']
wichsen,"['Durchgewichster', 'Plattenwichser', 'Schuhwichse', 'Schwarzwichse', 'Schühwichse', 'Stiefelwichse']"
Marsch,"['Durchmarsch', 'Gänsemarsch']"
