Lemma,Grundform 
Pamper,"['Erdäpfelpamper', 'Gepamper', 'Pämperin']"
Quirl,"['Erdäpfelquirl', 'Quirle', 'Quirler', 'quirlen', 'quirlig', 'zusammenquirlen']"
Reihe,"['Erdäpfelreihe', 'Erdäpfelsreihe', 'Heureihen', 'Kartoffelreihen', 'Rechreihe', 'Reihen', 'anreihen', 'aufreihen', 'gereiht', 'in der Reihe', 'reihen']"
schwimmen,"['Erdäpfelschwimmer', 'Hereingeschwommene', 'Schwimmer', 'schwummerant', 'schwummerig', 'schwummlig', 'schwummrig']"
Semmel,"['Erdäpfelsemmel', 'Kaisersemmeln', 'Semmelstölle']"
Sieb,"['Erdäpfelsieb', 'Gesieb', 'Reit-Sieb', 'durchsieben', 'sieben', 'versieben']"
Silo,"['Erdäpfelsilo', 'eingesilt', 'einsiliert']"
Krätze,['Erdäpfelskrätze']
Riefe,"['Erdäpfelsriefe', 'anriefen', 'rieben', 'riefeln', 'riefen']"
füllen,"['Erfüllung', 'Flaschenfüller', 'Fülle', 'Füller', 'Gefüll', 'Schulfüller', 'Tintenfüller', 'abfüllen', 'auffüllen', 'füllig', 'gefüllt', 'gefülltes Hörnlein', 'umfüllen', 'vollfüllern']"
Urlaub,['Erholungsurlaub']
Erich,['Erich']
er,"['Eriger', 'er', 'ha']"
Marke,"['Erkennungsmarken', 'Hausmarken', 'Körungsmarken', 'Reklamemarke']"
Elritze,['Erlitze']
Ern,"['Ern', 'Hausern']"
Ernestine,['Ernestina']
Kommunion,"['ErstKommunikant', 'Erstkommunikant', 'Kommunikant', 'Kommunizieren', 'kommlizieren', 'kommunizieren']"
Bischof,"['Erzbischof', 'bischöflich']"
Pole,"['Erzpolacke', 'Fress-und-Sauf-Polake', 'Polacke', 'Polacker', 'Polatscher', 'Polatscherer', 'Polen', 'Verreckbalgpolack', 'Wasserpolake', 'aufpolacken', 'polacken', 'polen', 'polenen', 'polzen']"
schwadronieren,"['Erzschwader', 'abschwadrieren', 'aufschwadronieren']"
Eschenbach,['Eschenbacher']
Esel,"['Eselreiten', 'Eselshaar', 'Eselshafer', 'abeseln']"
Knolle,"['Euterknollen', 'knöllen', 'verknülln']"
Evangelium,"['Evangelischer', 'Evangelist']"
ewig,"['Ewigkeit', 'verewigen, sich']"
extra,"['Exterer', 'Exteres', 'Extraiger', 'Extrasinn', 'Extrige', 'Extriger', 'Extriges', 'exterig', 'extrig']"
Fabrik,"['Fabriker', 'Pöpelfabrikanten']"
Fach,"['Fach', 'Riegelfach']"
Fachoze,['Fachozen']
Fack,"['Facke', 'Gratschfacke', 'Säufacken', 'fackeln', 'fäckeln']"
fade,['Fadling']
falsch,['Falscher']
Tipp,"['Falschtipper', 'tippen']"
Farnbach,['Farnbacher']
Farn,['Farnling']
Faselein,['Fasen']
Fasnacht,"['Fasenachter', 'Fasenächter']"
Fase,"['Faser', 'abfasen', 'ausfasen', 'fasen', 'fäsen']"
Kaspar,"['Fasnachtskasper', 'Fußballkasper', 'Gekäsper', 'Hampelkasper', 'Hanskasper', 'Herzkasper', 'Holzkasper', 'Hörnleinskasper', 'Kasper', 'Kasperin', 'Klassenkasper', 'Köpper', 'Narrenkasper', 'Pomadenkasper', 'Rasselkasper', 'Schläppenkasper', 'Schulkasper', 'Suppenkasper', 'Wurstkasper', 'Zappelkasper', 'Ziehkasper', 'auskäspern', 'herumkaspern', 'kaspern', 'käspeln', 'käspern', 'verkaspern', 'verkäspern', 'zukaspern', 'Ölkasper']"
Fass,"['Fassständerling', 'Fasstrichter', 'Fasswein', 'Fasszapfen']"
fatzen,"['Fatzer', 'Fatzke', 'Gefatzer', 'Klassenfatzer', 'Stadtfatzke']"
Faust,"['Fauster', 'Fäuster', 'Fäustling', 'auf eigene Faust']"
Faxe,"['Faxen', 'Sputzenfaxen', 'Zuchthausfaxer', 'fäxen']"
Fechheim,['Fechheimer']
Feder,"['Federig', 'Frau-Holle-Federlein', 'Göckersfedern', 'Hollefedern', 'federig', 'federn', 'fiederig', 'gefiederig', 'gefiedert']"
Lein,"['Federleinen', 'Leimat', 'Lein', 'Leinerne', 'leinern']"
vernichten,['Fehlervernichter']
Geburt,"['Fehlgeburt', 'Missgeburt', 'Nachgeburt']"
Stelle,"['Fehlstelle', 'auf der Stelle']"
Garten,"['Feierabendgärtler', 'Gartenraupe', 'Gärtner', 'Vorgarten', 'gartnern', 'gärtlern', 'gärtnerieren', 'gärtnern']"
Ranch,"['Feierabendsrancher', 'Geißrancher', 'Kleinrancher', 'Mondscheinrancher']"
feige,"['Feiger', 'Feigling']"
Feind,"['Feindschaft', 'anfeinden', 'feindlich', 'feindselig', 'spinnenfeindlich', 'verfeindet', 'zerfeinden']"
fein,"['Feine', 'Feiner', 'fein wirklich', 'feinig']"
naschen,"['Feinnascher', 'Genasch', 'Genäsch', 'Genäschige', 'Genäschiger', 'Nascher', 'Nascherer', 'Näsche', 'Näscher', 'Näscherer', 'Vernaschter', 'Zuckernäscher', 'genaschet', 'genaschig', 'genäschen', 'genäscheret', 'genäschet', 'genäschig', 'naschig', 'näschig', 'vergenäscheln', 'vernaschen', 'vernascht', 'vernäscht']"
Feld,"['Felderin', 'Feldfuhre', 'Feldknacker', 'Feldscher', 'querfeldein']"
Flur,"['Feldflurer', 'Flurer', 'Flurerer', 'abfluren']"
schwören,"['Feldgeschworener', 'Geschworener', 'Schwöre', 'beschwören', 'geschworen', 'verschwören']"
hüten,"['Feldhüter', 'Gehüt', 'Hirschenhüter', 'Hüter', 'Ladenhüter', 'Ochsenhüter', 'Säuhüter', 'Träubleinhüter', 'Vorhut', 'Waldhüter', 'Wasserhüter', 'Weiherhüter', 'abbehüten', 'abbehüten, sich', 'behüt dich', 'behüten']"
scheuchen,"['Feldscheuche', 'Göckelscheuche', 'Krautscheuche', 'Krautscheucher', 'Scheucher', 'Spinnenscheucher', 'Tatterscheuche', 'Vogelscheuche', 'aufgescheucht', 'den Buckel hinaufscheuchen', 'fortscheuchen', 'verscheuchen', 'verscheucht', 'wegscheuchen']"
scheu,"['Feldscheue', 'Krautscheue', 'Scheuer', 'anscheusalen', 'scheuen', 'scheuerig', 'zurückscheuen']"
schnurren,"['Feldschnurre', 'Kaiser-Wilhelm-Schnurre', 'Maisschnurre', 'Schnurre', 'Schnurrer', 'Schnurrios', 'Schnürrer', 'Wasserschnurrer', 'abschnorren', 'auf die Schnurre gehen', 'blinde Schnurrer', 'schnurrig', 'zusammengeschnurrt', 'zusammenschnurren']"
spinnen,"['Feldspinne', 'Haberspinne', 'Heuspinne', 'Hornspinne', 'Kreuzspinne', 'Meerspinne', 'Mähspinne', 'Schneiderspinne', 'Seidenspinne', 'Spinne', 'Spinnenböcke', 'Spinner', 'Spinneter', 'Spinnisierer', 'Spintisierer', 'Vogelspinne', 'Weberspinne', 'anspinnen', 'anspinnen, sich', 'spinstig', 'spintisieren', 'verspinnen', 'zusammenspinnen']"
Felge,"['Felgung', 'felgig', 'felgnig']"
Fels,"['Felsen', 'felsig']"
Fenster,"['Fensterln', 'Fenstern', 'Festersims', 'Vorfenster', 'fensterln', 'fenstern', 'kammerfensterln', 'kammerfenstern']"
Gas,"['Fersenvergaser', 'Schweißtropfenvergaser', 'aufgasen', 'vergasen']"
Fessel,"['Fesseln', 'fesseln']"
Fest,['Fest']
Chaise,"['Festchaise', 'chaisen', 'daherchaisen']"
Meter,"['Festmeter', 'alle paar Meter', 'aufmetern', 'metern']"
lösen,['Fettlöser']
fetzen,"['Fetze', 'Fetzer']"
feucht,"['Feuchte', 'feuchteln']"
Esse,['Feueresse']
Feuer,"['Feuerich', 'Feuermann', 'Feurige', 'anfeuern', 'durchfeuern', 'feuern', 'feurig', 'herabfeuern', 'hinausfeuern', 'hineinfeuern', 'nachfeuern']"
Klitsch,"['Feuerklitsche', 'Hemdklitsche', 'Klitsche', 'Klitscher', 'Kornklitsche', 'Maurersklitsche']"
Fichtelgebirge,['Fichtelgebirgler']
Nadel,"['Fichtennadeln', 'Graßletnadeln', 'Kiefernnadeln', 'Nadeln', 'Streunadeln', 'Tannenadeln', 'abnadeln', 'aufnadeln', 'nadeln']"
Zitze,"['Fichtenzitzen', 'Zitzen', 'zitzen']"
Fichte,"['Fichtig', 'Kirchweihfichten', 'fichten', 'fichtern', 'fichtig']"
ficken,"['Ficker', 'Fickler', 'Katzenficker', 'Katzerficker', 'Ratzenficker', 'Schnakenfickler', 'abfickeln', 'fickerig']"
Fiedel,"['Fiedeln', 'Fiedler', 'Gefiedel', 'abfiedeln', 'durchfiedeln', 'fiedeln', 'herumfiedeln', 'umeinanderfiedeln', 'zurechtfiedeln', 'zusammenfiedeln']"
Filz,"['Filzer', 'Filzhaar', 'Filzhaareter', 'Filziger', 'abfilzen', 'ausfilzen', 'derfilzen', 'eingefilzt', 'filzen', 'filzig', 'gefilzt', 'kniefilzen', 'verfilzen', 'verfilzt', 'zusammengefilzt']"
Finesse,['Finessen']
Finger,"['Fingerdippen', 'abfingern', 'alle Finger lang', 'alle Fingers lang', 'alle drei Finger lang', 'alle fünf Finger lang', 'anfingern', 'herabfingern', 'herausfingern', 'herumfingern', 'herunterfingern', 'zusammenfingern']"
Plätze,"['Fingerplätzen', 'Plätzer', 'Plätzerer', 'abhinplätzen', 'angeplätzt', 'anplätzen', 'daraufplätzen', 'herabplätzen', 'herplätzen', 'herunterplätzen', 'hinplätzen', 'plätzen']"
Tatze,"['Fingertatzen', 'Tatzeln', 'Tatzen', 'Tatzer', 'Tätzer', 'antatzen']"
Firma,['Firmenschilder']
firm,"['Firmung', 'firmen', 'unfirm']"
First,['Firster']
Fischbach,['Fischbacher']
Sott,['Fischsutte']
Fittich,['Fittiche']
Furz,"['Fitzefurze', 'Furze', 'Fürze', 'Fürzemacher', 'Fürzer', 'Fürzerin', 'Judenfurzer', 'Pfurzerin', 'Pfürzerin', 'Staatspfurzer', 'Stadtfurzer', 'alle Furz lang', 'alle Furzlänge', 'alle Fürze', 'alle Fürze lang', 'furzen']"
fitzen,"['Fitzer', 'Geißfitzer', 'Peitschenfitze', 'Putzfitzer', 'abfitzen', 'herunterfitzen', 'verfitzen', 'von der Fitze', 'zusammengefitzt']"
fix,"['Fixer', 'Schlappfixe']"
fertig,"['Fixundfertiger', 'abfertigen', 'bezugsfertig', 'fertig haben', 'fertig werden']"
hurtig,"['Fixundhurtiger', 'Hurtiger', 'hurtig machen', 'hurtlich', 'hurtlig machen']"
Tirol,"['Flachlandtiroler', 'Galgenbuckstiroler', 'Gänsebergtiroler', 'Haidbergtiroler', 'Heidenbergtiroler', 'Hesselbergtiroler', 'Kapellbucktiroler', 'Kirchbergtiroler', 'Kniehosentiroler', 'Raiffeisentiroler', 'Rangautiroler', 'Rangentiroler', 'Rucksacktiroler', 'Salontiroler', 'Schmausenbuck-Tiroler', 'Schmausenbucktiroler', 'Schoberthsbergtiroler', 'Seegrastiroler', 'Staffelbergtiroler', 'Säusteigetiroler', 'Tieflandtiroler', 'Tiroler', 'Tracholer', 'Turmbergtiroler', 'Weingartsteigtiroler']"
Flachs,"['Flachsreisten', 'flachsen', 'verflachsen']"
flandern,"['Fladerer', 'Flander', 'Flandere', 'Fläderer', 'Fländere', 'gefländern']"
flanieren,['Flanierer']
Flank,"['Flanke', 'Flanken', 'Flankine', 'Rotzflanken', 'abflanken', 'abgeflanket', 'abgeflankt', 'abherflankern', 'ausflanken', 'eingeflankt', 'flankeln', 'herumflanken', 'hinanflanken', 'hinflankern', 'umeinanderflankeln']"
Papp,"['Flaschenaufpapper', 'Mückenpapper', 'Papfer', 'Papperer', 'Pappig', 'Päppe', 'Päpper', 'Traumpappete', 'Zuckerpäpper', 'anpappen, sich', 'anpäppeln', 'aufgepäppelt', 'aufpappen', 'aufpäppeln', 'aufpäppen', 'daraufpappeln', 'dranpappen', 'draufpappen', 'draufpäppen', 'hinanpappen', 'hinanpäppen', 'hinaufpappen', 'hochpäppeln', 'pappeln', 'pappen', 'pappig', 'papprig', 'päpperig', 'päppsen', 'verpappt', 'widerpappen', 'zusammengepappt', 'zusammenpäppeln']"
Kork,"['Flaschenkorken', 'Korken', 'Kronenkorken', 'Kronkorken', 'verkorkelt', 'verkorksen', 'verkorksen, sich', 'verkorkst']"
nutschen,"['Flaschennutscher', 'Fleckelnutscher', 'Hudelnutscher', 'Natsche', 'Notscher', 'Nulscher', 'Nultscher', 'Nutscher', 'Tuchnutscher', 'abnutschen', 'abnütschen']"
Pfropf,"['Flaschenpfropfen', 'Krötenpfropfer', 'Pfopfer', 'Pfopferhafen', 'Pfropfen', 'Pfropfer', 'Propf', 'Propfen', 'aufpfropfen', 'gepfropft', 'hineinpfropfen', 'pfropfen', 'propfen', 'umpfropfen', 'vollpfropfen']"
Flasche,['Flaschenöffner']
flattern,"['Flattere', 'Flatterer', 'Flättere', 'verflattern', 'wegflattern']"
Flaum,"['Flaumfedern', 'Flaumhaar']"
flausen,"['Flause', 'abflausen']"
Fleisch,"['Fleischkalter', 'eingefleischt']"
krabbeln,"['Fleischkrabbler', 'Krabbeler', 'Krabbler', 'abkrabbeln', 'aufkrabbeln', 'krabbelig', 'vorkrabbeln', 'zusammenkrabbeln']"
Kugel,"['Fleischkugeln', 'Kogel', 'Kugelschaber', 'Mangkugeln', 'herabkugeln', 'herauskugeln', 'herumkugeln', 'herümkugeln', 'hinumkugeln', 'hinunterkugeln', 'kugelig', 'kugeln', 'rote Kügelein', 'schneekugeln', 'umeinanderkugeln', 'umeinanderkügeln', 'umhererkugeln', 'umherkugeln', 'ümherkugeln']"
frais,"['Fleischling', 'Fraislich', 'Gefrais', 'fraislich', 'gefraislich']"
schmeiß,"['Fleischschmeiße', 'Schmeiße', 'Schmeißer', 'Schweißer']"
wund,"['Fleischwunde', 'Glatzwunde', 'Klaffwunde', 'Platzwunde', 'Wunde']"
Fleiß,"['Fleißige', 'Fleißiger', 'Zufleiß', 'fleißig']"
pfletschen,"['Fletsche', 'Fletscher', 'Flotsche', 'Flötsche', 'Flötscher', 'Flötschgosche', 'Geflentsch', 'Gefletsch', 'Geflutsch', 'Geflötsch', 'Gelötsch', 'Gepflentsch', 'Gepfletsch', 'Gepfletsche', 'Gepflunsch', 'Gepflutsch', 'Gepflötsch', 'Lötscher', 'Lötschfeige', 'Pflentsche', 'Pfletsche', 'Pfletscher', 'Pflotsche', 'Pfluntsche', 'Pflunze', 'Pflutsche', 'Pflötsche', 'Pletsche', 'Plietsche']"
klatsch,"['Fliegenklatsche', 'Klätsche', 'Verklatscher', 'Verklatscherin']"
platsch,"['Fliegenplatsche', 'Mistplatsche', 'Mückenplatsche', 'Platsche', 'Säckeplatsche', 'Wäscheplatsche', 'Wäscheplatscher', 'Wäscheplätscher', 'ausgeplatscht']"
flink,"['Flinker', 'Flinkser', 'Flixer']"
Flint,['Flinte']
Flitsch,"['Flitsche', 'Flitze', 'Flitzer']"
flott,"['Flotte', 'Flotten', 'Flotter', 'flotter']"
Floß,"['Floße', 'angeflößt']"
fluchen,"['Flucher', 'Gefluch', 'entzweifluchen', 'herunterfluchen', 'losfluchen', 'verflucht']"
Flucht,"['Fluchter', 'Flüchtiger', 'Flüchtling', 'Nestflüchter', 'flüchten', 'flüchtig']"
flunkern,['Flunkerer']
Flunsch,"['Flunsche', 'Flutsche', 'Flünsche', 'Pflünsche']"
Kandel,['Flusskarre']
flutschen,"['Flutscher', 'abflutschen']"
flach,"['Fläche', 'Handtuchfläche', 'Kahlfläche', 'Ladenfläche', 'Lauffläche', 'Oberflächlicher', 'Rasenfläche', 'Schlittschuhlauffläche', 'Sitzfläche', 'Tanzfläche', 'oberflächlich']"
fläuen,"['Fläudern', 'Wäschefläudern', 'Wäschfläue', 'abflauen', 'abfläuen', 'ausfläuen', 'durchflauen', 'durchfläuen', 'fläudern', 'nachfläuen', 'verfläuen']"
fließen,"['Flößer', 'ausgeflößt', 'überflüssig']"
focken,"['Focker', 'Fockerer', 'Mädleinsfockerer']"
Föhre,"['Fohrenzapfen', 'Föhrener', 'Föhring', 'Föhrling', 'fohren', 'föhren', 'föhrig']"
Alfons,['Fonser']
foppen,"['Fopper', 'Taubenfopper', 'ausfoppen', 'foppern', 'föppern', 'verföppeln']"
Forchheim,['Forchheimer']
Foul,['Fouler']
Frack,['Fracktasche']
fragen,"['Frage', 'Gefräg', 'ausfragen', 'ausfragen, sich', 'fraglich', 'weggefragt']"
Frankenwald,"['Frankenwälder', 'Frankenwäldler']"
Frankfurt,['Frankfurter']
Franzose,"['Frankreich', 'Franzeuse', 'Franzosen', 'Franzoser']"
Franziskaner,['Franziskanerschlappen']
frei,"['Freie', 'Freien', 'Freier', 'Freitung', 'Freiung', 'Obergefreiter', 'einwandfrei', 'freien', 'freistehen', 'freiweg', 'im Freien']"
fremd,"['Fremde', 'Fremden', 'Fremder', 'Fremdler', 'Fremdling']"
Ranzen,"['Fressranze', 'Gesottranzen', 'Ranze', 'Säuranze', 'Wansen']"
fretten,"['Frette', 'Fretter', 'Frettler', 'Gefrett', 'abfretten', 'abfretten, sich', 'abfrettsen', 'abgefretten', 'derfretten', 'durchfretten', 'durchfretten, sich', 'durchgefretten', 'durchgefretten, sich', 'gefretten', 'hinfretten']"
Freudenberg,['Freundenbergsche']
Elfriede,['Frieda']
Friederike,['Friederika']
jodeln,"['Friedhofsjodler', 'Hosenjodler', 'Jodler', 'Oschenbergjodler', 'aufjodeln']"
Briesel,['Friesling']
frisch,"['Frischling', 'Sommerfrische', 'Winterfrische', 'frischeln']"
operieren,['Frischoperierter']
Frisur,"['Frisöse', 'auffrisieren', 'frisieren', 'zurecht frisieren']"
Fron,"['Froner', 'Fröner', 'Waldfroner', 'abfronen', 'fronen']"
Auge,"['Froschaugen', 'Glotzaugen', 'Glupschaugen', 'Hohlaugeter', 'Katzenaugen', 'Kuhaugen', 'Kulleraugen', 'Schlafzimmeraugen', 'Stielaugen', 'Vieraugeter', 'alle Augblick', 'fußäugeln', 'liebäugeln']"
Rogen,"['Froschgeröge', 'Rogener', 'Roger', 'Rogler', 'Rogner', 'Rögiger', 'Rögler', 'Rögner']"
Frosch,"['Froschgeschwämme', 'Froschhände', 'Froschweiher', 'Fröschegieker', 'Fröscher', 'Grafschaftsfrosch']"
gieken,"['Froschgieker', 'Froschgiekser', 'Fröschgieker', 'Fröschgiekser', 'Gieker', 'Giekser', 'Gänsgieker', 'Krottengiekser', 'Krötengieker', 'Käsgiekser', 'Mädleinsgieker', 'Mäusegieker', 'Mäusegiekser', 'Rattengieker', 'Ratzengieker', 'Schnakengieker', 'Schnakengiekser', 'Schnappgieker', 'Schwabengieker', 'Schwabengiekser', 'Spinnengieker', 'Wassergieker', 'herumgegiekelt', 'herumgiekern', 'herumgieksen']"
knicken,"['Froschknicker', 'Käsknicker']"
quack,"['Froschquackerer', 'Furzquackster', 'Hitschenquackerer', 'Nestquacker', 'Nestquackerer', 'Quacker', 'Quackere', 'Quackerer', 'Quackerig', 'Quackern', 'Quackig', 'Quatterer', 'Quäcker', 'Quätter', 'quackern', 'quaqua', 'quattern']"
Schwegel,['Froschschwegeln']
zittern,"['Froschzitter', 'Zitterer', 'zittrig']"
frotzeln,"['Frotze', 'anfrotzeln']"
Franke,"['Fränkische', 'Mainfranken', 'Oberfranken', 'Untergefränkische']"
Franz,['Fränzer']
Pike,"['Fröschpiker', 'Hirnpiker']"
Frucht,"['Früchte', 'Früchtler', 'Nachfrucht', 'Schluttenfruchtsuppe', 'Zwischenfrucht', 'fruchtbar']"
Schwanz,"['Fuchsschwänzer', 'Gehst-hinterig-Schwanzer', 'Hemdschwänzer', 'Jährlingsschwänzer', 'Katzenschwänze', 'Knieschwuzen', 'Schwanzer', 'Schwanzkuppen', 'Schwunze', 'Schwuze', 'Schwänzer', 'Zeitschwänzer', 'abschwänzen', 'aufgeschwänzt', 'aufschwanzen', 'aufschwänzen', 'drumherumschwänzeln', 'gezwickter Schwanz', 'herumschwänzeln', 'hinaufschwänzen', 'hinterher schwanzen', 'nachschwänzen', 'schwanzeln', 'schwanzen', 'schwuzen', 'schwänzeln']"
Fulda,['Fulder']
Funke,"['Funken', 'funken', 'fünkeln']"
pfitzern,"['Furchenpfitzer', 'Gepfitzer']"
Furcht,"['Furchthase', 'Fürchten', 'furchtbar', 'furchterbar', 'furchtig', 'furchtsam', 'furchtsig', 'fürchelich', 'fürcherlich', 'fürchetig', 'fürchig', 'fürchten', 'fürchterig', 'fürchterlich', 'fürchtig', 'gefürchtig', 'zum Fürchen', 'zum Fürchten']"
Faser,"['Fusen', 'auffasen', 'fasern', 'fusen']"
Angel,['Fußangeln']
schneiten,"['Fußschneite', 'Geschneitetes', 'Schneite', 'eingeschneiten', 'geschneiten', 'zurückschneiten', 'zuschneiten']"
stapfen,"['Fußstapfer', 'Hundsstapfer', 'Kellerstapfe', 'Schneestapfer', 'Stapfer']"
Falge,"['Fälgen', 'fälgen']"
fühlen,"['Fühler', 'Fühlung', 'Gefühl', 'Tuchfühlung', 'abfühlen', 'feinfühlig']"
vor,"['Fürende', 'Fürrain', 'Fürsprung', 'Vore', 'Voreggung', 'fürackern', 'fürfallen', 'fürige Woche', 'fürkaufen', 'vor', 'vor (sein)', 'vorabeiten, sich', 'vordem', 'vorig']"
für,"['Fürweihnachtszeit', 'fürstecken', 'fürwärts']"
Leiste,"['Gabelleist', 'Setzleistenring']"
gach,['Gacherer']
gacken,"['Gacker', 'Gackere', 'Gackerer', 'Gackern', 'Gackse', 'Gegacker', 'Gäckerer', 'Schuttgackerer', 'Schuttgockerer', 'angacksen', 'ausgacken', 'ausgackern', 'dergackert', 'dergackt', 'eingackern', 'gackern', 'gäckern', 'gäcksen', 'herumgackern', 'herumgacksen', 'hinausgackern', 'vergackern']"
gacksen,['Gackser']
gallen,"['Galliere', 'aufgallieren', 'gallesieren', 'gallieren', 'gallisieren']"
Galle,"['Galling', 'Gallung', 'Nassgallig', 'Nassgalling', 'Nassgallung', 'Nassgälling', 'Nassgällung', 'gallig', 'nassgallig']"
Galopp,"['Galoppierende', 'angaloppieren', 'vergaloppieren']"
Ganef,"['Ganefer', 'derganefen', 'ganefen', 'ganfen']"
gankeln,"['Ganker', 'Gankerer', 'Gankler', 'gankern', 'herumgankern', 'hin- und hergankeln']"
Gans,"['Ganser', 'Ganserer', 'Gansgraben', 'Ganter', 'Gänsefüßler', 'Gänsekrägen', 'Gänser', 'Gänserich', 'Gänsesee', 'Gänsewasen-Quaser', 'Gänsracker', 'Meckergänse', 'Nachbrutgans', 'Nachgans', 'Prachtganser', 'Wasserganserer', 'ein Gänsel', 'gansdreckiggrün', 'gänsig', 'herumgansern', 'kleine Gänsel']"
Gant,['Gantrer']
ganz,"['Ganze', 'ganz ein', 'ganz so', 'ganze', 'ganzer Teufel', 'im Ganzen', 'im Großen und Ganzen']"
Garbe,"['Garberig', 'aufgarben', 'garben']"
nicht,"['Garnichter', 'Vergissmeinnicht', 'nichte', 'nichts wie']"
garstig,"['Garstigkeit', 'garsten']"
Tor_2,"['Garteltor', 'Hoftor', 'Pferchtor', 'Scheuertor', 'Scheunentor', 'Stadelstor', 'Stadtstor', 'Tor']"
Zwerg,"['Gartenzwergin', 'Vorgartenzwerg', 'Zwergeter', 'Zwergin', 'Zwetschger']"
lachen,"['Gassenlacher', 'Gelach', 'Gelächter', 'anlachen', 'anlachen, sich', 'lächerlich']"
gatschen,"['Gatsche', 'Gatscher']"
Gattern,['Gatterich']
Gatter,"['Gatterwagen', 'Schoßgarde', 'dergattern', 'egg-gattern']"
gatzen,"['Gatzer', 'Gatzere', 'Gegatz', 'Gätze', 'Gätzere', 'Heckengatzer', 'Heckengätzer', 'Staudengatzer', 'Töpfleinsgatzer', 'Vergatscher', 'angatzen', 'aufgatzen', 'ausgatzen', 'begatzen', 'gatzern', 'nachgatzen', 'vergatzen', 'zusammengatzen']"
gauken,['Gauge']
gaukeln,"['Gauker', 'Gaukler', 'Langgaukleter', 'gaukelig', 'gauker', 'gaukig', 'umgaukeln', 'vergaukeln']"
Gaul,"['Gaulbreme', 'Getschegaul', 'Hoppe-Gäulein', 'Postgaul', 'Reitergaul', 'Reitergäulein machen', 'Reitergäuleins machen', 'Reitergäulleins', 'hoppa-hoppa-Gäulein', 'vergaulen', 'vergault']"
gautschen,"['Gautscher', 'gautschern']"
gauzen,"['Gauze', 'Gauzer', 'angauzen', 'angäuzen', 'gaunsen']"
Atzel,"['Geatzel', 'veratzeln']"
Balg,"['Gebalg', 'Inzuchtsbalg', 'Verreckbalg', 'abbalgen', 'balgen', 'balgern', 'bälgen', 'herumbalgen', 'herumbalgern']"
bamsen,['Gebams']
Bast,"['Gebaste', 'basteln', 'bastig']"
baugetzen,"['Gebaunz', 'baugsen', 'baungsen', 'bäungsen']"
blansen,"['Geblänster', 'abblansern', 'blansern', 'blanstern', 'blanzern', 'blänsern', 'blänstern']"
blöken,"['Geblök', 'anblöken', 'zublöken']"
Blut,"['Geblüt', 'Weißbluten', 'bluten', 'blutig', 'blutleer', 'heißblütig', 'vollblütig']"
borgen,"['Geborgter', 'anborgen', 'geborgt', 'zusammenborgen']"
Bund,"['Gebund', 'bündeln', 'einbündeln, sich', 'zusammengebündelt']"
bähen,"['Gebäh', 'aufbähen', 'gebäht']"
Geck,"['Gecke', 'gecken', 'geckrig', 'gecksen']"
Gedanken,"['Gedanken, wie', 'ungedanks']"
zusammen,"['Gedanken, zusammenkriegen', 'Reiß-mich-zusammen', 'Reiß-zusammen', 'Zusammengelesen', 'Zusammengerechere', 'Zusammengezogenes', 'Zusammenheue', 'Zusammenkunft', 'Zusammenrechere', 'Zusammenschaber', 'Zusammenähren', 'zammschächtern', 'zusammen haben', 'zusammen machen', 'zusammenacheln', 'zusammenfingern, sich', 'zusammengebutzt', 'zusammengekrümpft', 'zusammengeschleifen', 'zusammengestreift', 'zusammengezogen', 'zusammenjuchzen', 'zusammenknüllen', 'zusammenreissen', 'zusammenrüfflen', 'zusammensammeln', 'zusammenschneckeln, sich', 'zusammenschnärpfen', 'zusammenschärren', 'zusammenschübeln', 'zusammenträumen, sich', 'zusammenzählen', 'zusammenähren', 'zusammmenheißen']"
dichten,"['Gedicht', 'andichten']"
gedeihen,['Gediegene']
spucken,"['Geduld und Spucke', 'Spucke', 'Spucker', 'ausspucken']"
Dose,['Gedös']
Eiß,"['Geeiß', 'Geeiße']"
fispern,"['Gefisper', 'zufispern']"
flennen,"['Geflenn', 'Geflennsche', 'abflennen', 'anflennen', 'ausflennen', 'nachflennen']"
flicken,"['Geflick', 'Hatschenflicker', 'Hereingeflickte', 'Hereingeflickter', 'Lappenflicker', 'Pfannenflicker', 'Schlappenflicker', 'durchflicken', 'durchflicken, sich', 'einflicken', 'geflickt', 'hinflicken', 'verflickt', 'zusammengeflickt']"
flechten,"['Geflochtenes', 'Haarflechter', 'durchflechten', 'geflochten']"
Flöte,"['Geflöt', 'abflöten', 'flöten']"
Flügel,['Geflügel']
Protsche,"['Gefrotsche', 'Pfrotscher', 'Protze', 'protzen']"
frutzen,['Gefrutz']
Fusel,['Gefusel']
Gefahr,"['Gefährliche', 'Gefährlicher', 'gefährlich']"
gefallen,['Gefälligkeit']
fänzig,"['Gefänzige', 'Gefänziger', 'gefänzig']"
Geifer,"['Gegeifer', 'Geifere', 'Geiferin', 'abgeifern', 'angeifern', 'nachgeifern']"
gilfen,"['Gegilf', 'Gegilfe', 'Gegilfer', 'Gekilfe', 'Gelferer', 'Gilfe', 'Gilfer', 'Gilferer', 'gelfen', 'gelfern', 'gilfern', 'losgilfern']"
gillen,['Gegiller']
kerren,"['Gegirre', 'Gekerr', 'Gekirr', 'Kerrer', 'kerrsauer']"
