Lemma,Grundform
Wurst,"['Bratwürstchen', 'Bratwürstlein', 'Erdäpfelswürstlein', 'Extrawürstchen', 'Fettwürstlein', 'Fransenwürstlein', 'Grundbirnewürstlein', 'Hanswurstel', 'Haselnussbratwürstlein', 'Haselnusswürstchen', 'Haselnusswürstlein', 'Haselwürstchen', 'Haselwürstel', 'Haselwürstlein', 'Kartoffelwürstlein', 'Leberwürstlein', 'Nachwürstel', 'Salbenwurstel', 'Teigwürstlein', 'Weckwürstlein', 'Würstchen', 'Würstel', 'Würstelein', 'Würstlein', 'Zugabewürstlein', 'Zusammengewurstel']"
brauen,"['Brauerei', 'Bräumeistersbäuchlein']"
Brause,['Brauslein']
jung,"['Brautjungferlein', 'Brautjüngferlein', 'Ehrenjungferlein', 'Jüngelein', 'Jüngferlein', 'Jünglein', 'Pfarrjungferlein', 'Wasserjungferlein']"
Break,['Breaklein']
stampfen,"['Breistempel', 'Briefstämpfel', 'Butterstampferlein', 'Butterstämpfel', 'Eisstämpfel', 'Erdäpfelstämpfel', 'Farbstempel', 'Firnisstempel', 'Fleischstämpfel', 'Grundbirnenstämpfel', 'Holzstempel', 'Holzstämpfel', 'Hopfenstämpfel', 'Kartoffelstämpfel', 'Krautstempel', 'Krautstämpfel', 'Krautstämpfelein', 'Rückenstempel', 'Schnapsstamperl', 'Schnapsstamperlein', 'Stampelein', 'Stamperchen', 'Stamperl', 'Stamperlein', 'Stampeslein', 'Stampfel', 'Stampfelein', 'Stampferlein', 'Stempel', 'Stempelchen', 'Stämpelein', 'Stämperlein', 'Stämperslein', 'Stämpeslein', 'Stämpfel', 'Stämpfelein', 'Stämpfeslein', 'Stämpflein', 'Wäschestämpfel', 'Zaunstempel', 'Zwergstämpfelein', 'Ölfarbenstempel', 'Ölfarbstempel']"
dengeln,"['Breitdengel', 'Dengel', 'Gedängel', 'Schmaldengel', 'Sensendengel', 'Tagdengel']"
Breme,"['Bremengürtelein', 'Bremlein']"
Gurt,"['Bremengürtlein', 'Gürtel', 'Mahdergürtel', 'Mähgürtel']"
Klotz,"['Bremsklötzlein', 'Dengelklötzlein', 'Holzklötzchen', 'Klötzchen', 'Klötzel', 'Klötzlein', 'Schleifklötzlein', 'Schlittenklötzlein', 'Schneidklötzlein', 'Windenklötzlein']"
Scheit,"['Bremsscheitel', 'Bremsscheitlein', 'Geschirrscheitlein', 'Holzscheitlein', 'Ortscheitel', 'Ortscheitlein', 'Ortsscheitlein', 'Pflugscheitlein', 'Reibscheitel', 'Reibscheitlein', 'Scheitel', 'Scheitlein', 'Schildscheitlein', 'Schillscheitlein', 'Schindscheitlein', 'Sillscheidlein', 'Sillscheitlein', 'Waagenscheitel', 'Waagenscheitlein', 'Waagscheitel', 'Waagscheitlein', 'Wagenscheitlein', 'Ziehscheitlein', 'Zügscheitlein', 'Zügschetlein']"
Holz,"['Brennhölzlein', 'Brummhölzel', 'Brückhölzlein', 'Bändelhölzlein', 'Feuerhölzchen', 'Feuerhölzlein', 'Garbenbändelhölzlein', 'Garbenhölzlein', 'Garbenstrickhölzlein', 'Holraspel', 'Holzbirnlein', 'Holzhäcklein', 'Holzlein', 'Holzschale', 'Holzstückchen', 'Hölzchen', 'Hölzel', 'Hölzi', 'Hölzlein', 'Kleinhölzel', 'Knotenhölzlein', 'Ritzhölzlein', 'Schlehenhölzerlein', 'Schleifhölzlein', 'Schwefelhölzchen', 'Schwefelhölzlein', 'Seilhölzelein', 'Seilhölzlein', 'Staketenhölzlein', 'Stangenhölzlein', 'Streichhölzchen', 'Streichhölzel', 'Streichhölzlein', 'Streifhölzlein', 'Strickhölzlein', 'Unterhölzlein', 'Wellenholzbüschel', 'Zündhölzchen', 'Zündhölzel', 'Zündhölzlein']"
Brente,"['Brentlein', 'Spülbrenklein', 'Waschbrenklein']"
Brestling,"['Brestel', 'Brestlein']"
Tanne,"['Brettertännlein', 'Tannegickel', 'Tannengaukel', 'Tannenäpfel', 'Tannlein', 'Tännchen', 'Tännlein']"
zxy,"['Bretthörschel', 'Hüllangel', 'Rühzelein']"
Breze,"['Brezel', 'Brezelein', 'Brezlein', 'Salzbrezel']"
torkeln,"['Brezentorkel', 'Schnattertörkel', 'Torkel', 'Torkelein', 'Törkel', 'Törkelein']"
Marke,['Briefmarklein']
Briesel,"['Brieslein', 'Frieselein', 'Frieslein']"
Brille,"['Brillengobel', 'Brillengoggolori']"
gaukeln,"['Brillengokolori', 'Gagel', 'Gaukel', 'Gaukelein', 'Getreidegaukel', 'Gokolori', 'Gutzegaukel', 'Langgagel', 'Langgaukel', 'Schnickergaukel', 'Sterzgaukel', 'Stolzgaukel', 'Umstandgaukel']"
Anton,"['Brillentoni', 'Glatzentoni', 'Glockentoni', 'Lätschentoni', 'Plattentoni', 'Schläppentoni', 'Schläpperntoni', 'Toni']"
Wilhelm,['Brillenwilli']
brinzeln,['Brinzelein']
Zucker,"['Brockenzuckerlein', 'Christkindleinszückerlein', 'Kandiszuckerlein', 'Zuckerdutzel', 'Zuckerlein', 'Zuckerwecklein', 'Zückerlein']"
brodeln,['Brodel']
Dampf,"['Brotdämpflein', 'Dampferlein', 'Dampfi', 'Dämpfel', 'Dämpflein']"
Knorz,"['Brotknörzlein', 'Knorzchen', 'Knorzel', 'Knörzchen', 'Knörzel', 'Knörzelein', 'Knörzlein']"
Krume,"['Brotkrumel', 'Brotkrümelein', 'Brotkrümpel', 'Brotkrümpelein', 'Gekrümel', 'Krampelein', 'Krumpelein', 'Krümel', 'Krümelein', 'Krümpel', 'Krümpelein']"
Kruste,"['Brotkrüstlein', 'Krustlein', 'Krüstchen', 'Krüstlein', 'Weckkrüstchen']"
Kasten,"['Brotkästlein', 'Esskästlein', 'Federkästlein', 'Griffelkästlein', 'Hirnkastel', 'Kastel', 'Kastlein', 'Kästchen', 'Kästel', 'Kästelein', 'Kästlein', 'Nistkästlein', 'Rechenkastel', 'Rechenkastlein', 'Rechenkästlein', 'Salzkästel', 'Salzkästlein', 'Schieferkästel', 'Schieferkästlein', 'Schlittkästlein', 'Schreibzeugkästchen', 'Spitzkästlein', 'Starenkästlein', 'Stiftkästlein', 'Stiftleinskästlein', 'Vogelkastel', 'Vögelskästlein']"
Rank,"['Brotrankelein', 'Brotränkelein', 'Rankel', 'Ränkelein']"
Rinde,"['Brotrindel', 'Rindel']"
schnippen,"['Brotschnippel', 'Brotschnippelein', 'Erdbirnenschnippelein', 'Erdäpfelschnippelein', 'Erdäpfelsschnippelein', 'Grundbirnenschnippel', 'Grundbirnenschnippelein', 'Hemdschnipfel', 'Kartoffelschnippelein', 'Klößschnippel', 'Klößschnippelein', 'Papierschnipfel', 'Papierschnippchen', 'Poussierschnipfel', 'Schnipfel', 'Schnipfelein', 'Schnippchen', 'Schnippel', 'Schnippelchen', 'Schnippelein', 'Schnipplein', 'Schnipptelein', 'Schnipsel', 'Wurstschnipfel', 'Wurstschnipfelein', 'Wurstschnippel']"
tunken,"['Brottunkelein', 'Tunkerlein']"
Hund,"['Brotzeithündlein', 'Hundeweiblein', 'Hundi', 'Hundsfotzenhäuslein', 'Hundsgoschen', 'Hundspflatschen', 'Hundstrischel', 'Hündlein', 'Lügenhündlein', 'Schoßhündchen', 'Schoßhündlein']"
brotzen,"['Brotzel', 'Brotzele', 'Brotzlerei', 'Brozel', 'Gebrotzel']"
Haken,"['Brunnenhäkel', 'Feuerhakel', 'Feuerhakelein', 'Feuerhäkel', 'Hakel', 'Häkel', 'Häkelein', 'Neidhaklein', 'Neidhäkelein', 'Nesthakelein', 'Nesthäcklein', 'Nesthäkchen', 'Nesthäkel', 'Nesthäkelein', 'Nesthäklein', 'Nestkhäkelein', 'Ofenhäkel', 'Schürhäkel', 'Schürhäkelein', 'Schürhäklein', 'Wasserhäkel']"
Wiese,"['Brunnenwieslein', 'Feldwieslein', 'Wasserwieslein', 'Wiesel', 'Wieslein']"
brunzen,"['Brunzbröckelein', 'Brunzelein', 'Brunzerei', 'Brunzgretchen', 'Brunzi', 'Brunzstoffel', 'Heckenbrunzelein', 'Kühbrunzerlein', 'Pferdebrünzelein', 'Rainbrunzerlein', 'Säubrunzi']"
Katharina,"['Brunzkathel', 'Brunzkäthel', 'Brunzkäthelein', 'Kathel', 'Kathelein', 'Käthel', 'Käthelein', 'Kütterlein', 'Lachkäterlein', 'Patschkathel', 'Patschkäthel', 'Quatschkathel', 'Ratschkathel', 'Ratschkattel', 'Ratschkäthel', 'Ratschkättel', 'Schnellkathel', 'Seichkathel', 'Seichkäthel', 'Traschkathel', 'Tratschkathel', 'Weifkathel']"
Kutte,"['Brunzkuttel', 'Kuttel', 'Kuttelein', 'Seichkuttel']"
Elisabeth,"['Brunzliesel', 'Liesel', 'Lieselein', 'Lieslein', 'Pappellieschen', 'Patschliesel', 'Petzliesel', 'Putzliesel', 'Schlamperliesel', 'Schmusliesel', 'Schreinersliesel', 'Schrumpfliesel', 'Schwätzliesel', 'Streitliesel', 'Zappelliesel', 'Zuwiderliesel']"
Würfel,"['Brunzwürfelein', 'Goldwürfelein', 'Nudelwürfelein', 'Platzwürfelein', 'Weckwürfelein', 'Würfelchen', 'Würfelein']"
Grube,"['Brustgrübelein', 'Brustgrüblein', 'Grübchen', 'Grübel', 'Grübelein', 'Grüblein', 'Gübel', 'Halsgrübelein']"
Locke,"['Brustlöckchen', 'Lockelein', 'Löckelein', 'Löcklein']"
Pelz,"['Brustpelzlein', 'Haarpelzchen', 'Pelzi', 'Pelzlein']"
Brust,['Brustschneckelein']
Schnecke,"['Brustschnecklein', 'Erdäpfelschnecklein', 'Schneckchen', 'Schneckelein', 'Schneckenhörnchen', 'Schneckerl', 'Schneckerlein', 'Schneckerslein', 'Schneckeslein', 'Schnecki', 'Schnecklein', 'Zuckerschnecklein']"
Teich,"['Brutteichlein', 'Deichtlein', 'Schlagteichlein', 'Teichlein']"
brägeln,"['Brägel', 'Brägelein']"
Brame,['Brämmel']
Braut,['Bräutlein']
Brosam,"['Brösel', 'Bröselchen', 'Bröselein', 'Bröslein', 'Gebrösel', 'Kuchenbröselein', 'Oberbrosel', 'Oberbrusel', 'Sagbrusel', 'Semmelbrösel', 'Semmelbröselein', 'Weckbröselchen', 'Weckbröselein']"
Brücke,"['Brückdiele', 'Brücklein']"
brühen,"['Brühelein', 'Brühlein']"
brüllen,"['Brüllerei', 'Brüllerlein', 'Brülli']"
Brunnen,['Brünnlein']
Bär,"['Brünzelbärlein', 'Bärchen', 'Bärlein']"
brüten,"['Brütlein', 'Hitschenbrutlein']"
Bub,"['Bubelein', 'Bubi', 'Bübel', 'Bübelein', 'Gassenbüblein', 'Lausbubenerei', 'Lausbüberei', 'Lausbüblein', 'Mamabubelein', 'Mamaleinsbüblein', 'Mutterbubelein', 'Mutterbübchen', 'Mutterbüblein', 'Pfatzerbubel', 'Rotzbübel', 'Rotzbüblein', 'Schmalzbubi', 'Spitzbüblein', 'Springerlein', 'Zigarettenbüblein']"
trätzen,"['Bubenträtzelein', 'Magenträtzelein']"
Ecker,"['Bucheckel', 'Bucheckerl', 'Bucheckerlein', 'Eckerlein']"
Buche,"['Buchel', 'Buchelein', 'Buchennüsslein']"
Büchse,"['Buchsennagel', 'Büchsel', 'Cremebüchslein', 'Essentragbüchsel', 'Federbüchsel', 'Federbüchslein', 'Milchbüchsel', 'Milchbüchslein', 'Nadelbüchslein', 'Nichtsenbüchlein', 'Salzbüchsel', 'Salzbüchselein', 'Salzbüchslein', 'Schmierbüchslein', 'Schmierenbüchslein', 'Schuhcremebüchslein', 'Schuhwichsbüchslein', 'Stiftebüchslein', 'Wichsbüchslein']"
Buckel,"['Buckelein', 'Bückelein']"
Bulle,['Bullein']
Bumbes,"['Bumbeslein', 'Bumpeslein', 'Erdäpfelbumbelein', 'Erdäpfelbumberlein']"
Bams,['Bumfelein']
Bummel,"['Bummelein', 'Bummerchen', 'Erdäpfelbummelein', 'Fichtenbummelein', 'Kieferbummelein', 'Tannenbummelein']"
Bumpel,"['Bumpelchen', 'Bumpelein', 'Bumperlein', 'Bumpfelein', 'Bümperlein', 'Bümpi', 'Hirschbumpelein', 'Pummelchen', 'Pummelein', 'Pummerchen', 'Pummerl', 'Pümmerlein']"
vier,"['Bumsviertel', 'Dirnenviertel', 'Garbenviertel', 'Getreideviertel', 'Geviertel', 'Heustockviertel', 'Heuviertel', 'Hurenviertel', 'Kornviertel', 'Krachviertel', 'Liebesviertel', 'Mittelviertel', 'Nuttenviertel', 'Puffviertel', 'Rübenviertel', 'Scheuereviertel', 'Scheuerviertel', 'Scheunenviertel', 'Schnallenviertel', 'Stadelsviertel', 'Stadelviertel', 'Streuviertel', 'Strichviertel', 'Strohviertel', 'Tennviertel', 'Vierlein', 'Viertel', 'Viertelein', 'Weizenviertel', 'viertel']"
Bürger,"['Burgermeisterbäuchlein', 'Burgermeistersbäuchel', 'Burgermeistersbäuchlein', 'Bügermeistersbäuchlein', 'Bürgermeisterbäuchlein', 'Bürgermeistersbäuchlein']"
bussel,"['Busselein', 'Busserl', 'Busserlein', 'Bussi']"
butt,"['Buttel', 'Buttelein', 'Patscherbuttel', 'Zeiserbuttlein']"
Butter,"['Butterbätzlein', 'Butterlein']"
Pilz,"['Butterpilzel', 'Pilztrempelein']"
Platz,"['Butterplätzlein', 'Eierplätzlein', 'Erdbirnenplätzlein', 'Erdbirnplätzlein', 'Erdäpfelplätzlein', 'Fleischplatzlein', 'Fransenplätschlein', 'Grundbirnenplätzlein', 'Grundbirneplätzlein', 'Grundbirnsplatzlein', 'Konditorplätzlein', 'Platzel', 'Platzelein', 'Platzerlein', 'Platzki', 'Platzlein', 'Plätschlein', 'Plätzchen', 'Plätzelein', 'Plätzerlein', 'Plätzlein', 'Rahmplätzlein', 'Ruhlein', 'Salzplatzlein', 'Salzplätzchen', 'Salzplätzlein', 'Tropfplätzlein', 'Weihnachtplätzlein', 'Weihnachtsplätzchen', 'Weihnachtsplätzlein', 'Weihnachtszuckerplätzlein', 'Äpfelplätzchen']"
Sieb,"['Buttersiebel', 'Futtersieblein', 'Gesiebi', 'Kaffeesieblein', 'Mehlsiebelein', 'Mehlsieblein', 'Rührsiebel', 'Siebchen', 'Siebel', 'Sieblein']"
Butte,"['Buttlein', 'Haferbuttel', 'Haferbuttelein', 'Haferbutterlein', 'Hagebuttelein', 'Hagebutterlein', 'Mehlbüttlein']"
Mockel,"['Butzelmockelein', 'Butzemockelein', 'Butzmockelein', 'Fichtenmockelein', 'Fohrenmockelein', 'Fohrlmockelein', 'Föhrenmockelein', 'Föhrleinsmockelein', 'Goldmockelein', 'Kellermockelein', 'Kuhmockelein', 'Käsmockelein', 'Mantelmockelein', 'Mockelein', 'Mockerl', 'Mockerlein', 'Märzenmockelein', 'Ochsenmockelein', 'Saufmockelein', 'Streumockelein', 'Tannenmockelein', 'Zitzenmockelein']"
Igel,"['Butzigelein', 'Lausigelein']"
Bach,"['Bächlein', 'Hundsbächerlein']"
bägen,"['Bägerei', 'Mordsbägerei', 'Schafbägelein']"
Bäker,"['Bäkelein', 'Tannenbäkerlein']"
Balken,['Bälklein']
bambern,['Bämberlein']
Bambes,['Bämbeslein']
Strick,"['Bänderstricklein', 'Bürdenstricklein', 'Garbenstricklein', 'Garbstrickel', 'Garbstricklein', 'Gestricki', 'Kornstricklein', 'Strickchen', 'Strickel', 'Strickerei', 'Stricklein', 'Strohstricklein', 'Ährenstricklein']"
Bank,"['Bänkchen', 'Bänklein', 'Dengelbänklein', 'Eselsbanklein', 'Fensterbanklein', 'Fensterbänkel', 'Fensterbänklein', 'Fußbankel', 'Fußbänklein', 'Griffelbänklein', 'Holzbänklein', 'Knüpfelbänklein', 'Schlittenbänklein', 'Schuhbänklein']"
Bärches,"['Bärchelein', 'Bärcheslein']"
Hammel,"['Bätzhammelein', 'Hammelein', 'Hammlein', 'Hämmelein', 'Märzenhammelein', 'Stutzhammelein']"
Böcht,['Böchtlein']
Böhme,['Böhmakel']
Boz,"['Bözlein', 'Sackbozel', 'Wozel']"
Bube,['Büblein']
Buch,"['Büchel', 'Büchlein', 'Gebetsbüchlein', 'Traumbüchel', 'Traumbüchlein']"
Büche,['Büchslein']
Büfett,['Büfettlein']
Büffel,['Büffelein']
Bummer,['Bümmerlein']
Büro,['Büromadlein']
Bürste,"['Bürstlein', 'Handbürstlein', 'Stuhlbürstlein']"
Bürzel,['Bürzelein']
Chabeso,['Chabesolein']
Chaise,"['Chaisegäulein', 'Chaiselein', 'Kinderchaiselein']"
Champignon,['Champelein']
Apfel,"['Christbaumäpfelein', 'Erdapfelpamperlein', 'Erdapfelpoppelein', 'Erdapfelpämperlein', 'Erdäpfelbackelein', 'Erdäpfelbackeslein', 'Erdäpfelbalferlein', 'Erdäpfelbartelein', 'Erdäpfelbaunzerlein', 'Erdäpfelbettlein', 'Erdäpfeldatschelein', 'Erdäpfeldrücklein', 'Erdäpfelein', 'Erdäpfelgraberei', 'Erdäpfelkrapflein', 'Erdäpfelpatschelein', 'Erdäpfelpfankelein', 'Erdäpfelpfannkelein', 'Erdäpfelpfannkuchen', 'Erdäpfelrainlein', 'Erdäpfelrangenlein', 'Erdäpfelsbackeslein', 'Erdäpfelschale', 'Erdäpfelschmalzerlein', 'Erdäpfelsdütschen', 'Erdäpfelsdütschlein', 'Erdäpfelskrapflein', 'Erdäpfelspfankelein', 'Falläpfelein', 'Holzäpfelein', 'Konfirmandenäpfelein', 'Mostäpfelein', 'Paradiesäpfelein', 'Pferdeäpfelein', 'Pfingstäpfelein', 'Podäpfelein', 'Säuäpfelein', 'Waldäpfelein', 'Äpfelbackelein', 'Äpfelchen', 'Äpfelein', 'Äpfelkrapflein', 'Äpfelpfannkelein', 'Äpfelplatzlein', 'Äpfelsbäcklein', 'Äpfelschale']"
Christus,['Christkindchen']
Kind,"['Christkindlein', 'Flaschenkindlein', 'Herzenskindlein', 'Kinderei', 'Kinderlein', 'Kindlein', 'Pappelkindlein']"
Woche,"['Christwochen', 'Stöberwochen', 'Wochen']"
Chor,['Chörlein']
Crispinus,"['Cripslein', 'Crispelein', 'Crisperl', 'Crispinselein', 'Crispinslein']"
Crispínus,['Crispel']
Dach,"['Dachkännel', 'Dächel', 'Dächelchen', 'Dächlein', 'Kappendächel', 'Kappendächlein', 'Schirmdächel', 'Sonnendächlein']"
reiten,"['Dachreiterlein', 'Reiterlein']"
rinnen,['Dachrinnsal']
Ross,"['Dachrösslein', 'Rosskümmel', 'Rösslein']"
Dackel,['Dackelein']
damisch,"['Dampel', 'Dämel', 'Heudamel']"
Dampes,"['Dampeslein', 'Dämperlein']"
dasig,['Dasel']
Daut,"['Dauchelein', 'Dauchtelein', 'Dautelein', 'Däutelein']"
Daumen,"['Daumerlein', 'Däumel', 'Däumelein']"
Deichsel,['Deichselein']
Amboss,['Dengelambosslein']
platt,"['Dengelplättel', 'Eisplättlein', 'Plattel', 'Platteneini', 'Plattenhiesel', 'Plattenseppel', 'Plattlein', 'Plättel', 'Plättlein', 'Verschlussplättlein']"
Depp,"['Deppel', 'Deppelein', 'Depperl', 'Depperlein', 'Deppetel', 'Deppi', 'Schuldeppelein']"
dezimal,['Dezimalein']
dick,"['Dickelein', 'Dickerchen', 'Dickerl', 'Dickerlein', 'Dickeschen']"
Diele,"['Dielein', 'Dieselein']"
Ding,"['Dingelein', 'Dinglein', 'Kühdinglein']"
diskutieren,['Diskutiererei']
Docht,"['Dochtel', 'Döchtelein', 'Döchtlein']"
Docke,"['Dockelein', 'Döckelein', 'Döcklein', 'Feuerdockelein', 'Junidockelein', 'Korndockelein', 'Maisdockelein', 'Maisdöckelein', 'Mohndockelein', 'Schlafdockelein', 'Tanzdockelein', 'Zuckerdockelein']"
Dolde,"['Doldelein', 'Döldelein', 'Döldlein']"
Donner,['Donnerwettskerl']
doof,"['Doofelein', 'Dooferlein', 'Doofi']"
doppel,['Doppeldoldi']
hobeln,"['Doppelhobel', 'Dreckshobel', 'Füghobel', 'Gesimshobel', 'Hobel', 'Hobelein', 'Krauthobel', 'Rundhobel', 'Schiffshobel']"
dreschen,"['Dorfdrischel', 'Dreckdrischel', 'Drescherei', 'Drischel', 'Gänsedreschlein', 'Hundsdrischel']"
raspen,"['Dorfraspel', 'Geraspel', 'Holzraspel', 'Hufraspel', 'Raspel', 'Säraspel']"
See,"['Dorfseelein', 'Fischseelein', 'Seelein']"
Dorf,"['Dorftrummel', 'Dörflein']"
Zaine,['Dorrzainlein']
dos,"['Dosel', 'Döselein', 'Döstlein']"
Dose,"['Doselein', 'Dösel', 'Döslein', 'Schmierdöslein', 'Schuhputzdöslein', 'Schuhwichsdöslein', 'Wichsdöslein']"
Dotsch,"['Dotschelein', 'Dotschi', 'Linkerdotschi']"
Drache,"['Drachen', 'Gewitterdrachen', 'Hausdrachen']"
drall,['Drallelein']
Dreck,"['Dreckelchen', 'Dreckelein', 'Drecklein', 'Hundsdrecklein', 'Hühnerdrecklein', 'Katzendrecklein', 'Mausdrecklein', 'Scheißdrecklein']"
Rand,"['Dreckrändlein', 'Knopflochrändlein', 'Lochrändlein', 'Randlein', 'Rändel', 'Rändelein', 'Rändlein', 'Samträndlein', 'Trauerrändlein']"
Schippe,"['Dreckschippchen', 'Dreckschipplein', 'Kehrschipplein', 'Schippchen', 'Schipplein']"
Schwanz,"['Dreckschwanzlein', 'Haselnussschwänzlein', 'Haselschwänzlein', 'Hasenschwänzlein', 'Hasenschänzlein', 'Hemdschwänzel', 'Hemdschwänzlein', 'Katzenschwänzlein', 'Lämmerschwänzlein', 'Maisschwänzlein', 'Mädleinsschwänzelein', 'Rainschwänzlein', 'Rattenschwänzlein', 'Ratzenschwaänzel', 'Ringelschwanzel', 'Ringelschwanzlein', 'Ringelschwänzchen', 'Ringelschwänzlein', 'Ringleinsschwänzlein', 'Rotschwänzlein', 'Runzelschwänzlein', 'Sauschwanzel', 'Sauschwanzlein', 'Sauschwänzel', 'Sauschwänzlein', 'Schwanzel', 'Schwanzlein', 'Schwänzchen', 'Schwänzel', 'Schwänzlein', 'Stummelschwänzchen', 'Stummelschwänzlein', 'Säuschwanzel', 'Säuschwanzlein', 'Säuschwänzchen', 'Säuschwänzel', 'Säuschwänzlein']"
Suckel,"['Drecksuckelein', 'Krätzensuckelein', 'Milchsuckelein', 'Milchsuckerl', 'Saufsuckelein', 'Saugsuckelein', 'Schuckelein', 'Schuckerl', 'Suckelein', 'Suckelsäulein', 'Suckerl', 'Sucksäulein', 'Sückelein', 'Tschuckelein']"
wimmeln,['Dreckwimmel']
drehen,['Dreherlein']
geben,"['Dreingeberlein', 'Dreingäbelein', 'Zugeberlein', 'Zugebsel', 'Zugäbelein']"
rumpeln,"['Dreschrumpel', 'Gerumpel', 'Gerümpel', 'Mannsbilderrumpel', 'Matzrumpel', 'Rumpel', 'Rumpelein', 'Rümpelein', 'Schneerömpel', 'Schneerümpel', 'Waschrumpel', 'Wäscherumpel']"
drollig,['Drolli']
Drossel,['Drostlein']
gacken,"['Drudengackelein', 'Froschgackel', 'Froschgackelein', 'Fröschgackel', 'Fröschgackelein', 'Gackel', 'Gackelchen', 'Gackerl', 'Gackerlein', 'Gackgackgackgackei', 'Gahwiezel', 'Hasengackel', 'Hasengackelein', 'Hexengackelein', 'Hitschengackelein', 'Judengackelein', 'OStergackelein', 'Ostergackelei', 'Ostergackelein', 'Osterhasengackelein', 'Schwartengackelein', 'Tannengackel', 'Tannengackelein', 'Vogelgackelein']"
Drude,"['Drudlein', 'Drüdlein']"
Drussel,['Drusselein']
Duckmäuser,"['Duckmäusel', 'Duckmäuselein']"
Maus,"['Ducksmäuslein', 'Mauschen', 'Mausel', 'Mauselein', 'Mausi', 'Mausilein', 'Mausährlein', 'Mausöhrchen', 'Mäuschen', 'Mäusel', 'Mäuselein', 'Mäuslein', 'Spitzmäuslein', 'Zuckermäuslein']"
Dudenierel,['Dudenierlein']
dumm,"['Dummerlein', 'Dummi']"
Tür,"['Dungtürel', 'Dungtürlein', 'Einsetztürlein', 'Hosentürlein', 'Hühnertürl', 'Hühnertürlein', 'Röhrtürlein', 'Türlein', 'Türschemel', 'Wagentürlein']"
schreiben,"['Durcheinandergeschrei', 'Geschreibi', 'Schreibelein', 'Schreiberei', 'Schreiberlein']"
Dorothea,"['Durl', 'Hexendurl', 'Krawalldurl', 'Lumpendurl', 'Saufdurl', 'Schlamperdurl', 'Schnapsdurtel', 'Seichdurl']"
Dusel,"['Duselein', 'Dusselein']"
dus,['Dusterwittchen']
Trutschel,['Dutschelein']
Dutte,"['Duttel', 'Duttelchen', 'Duttelein', 'Düttelein', 'Dütti', 'Hundsdüttel']"
Dutzel,"['Dutzelein', 'Dutzi', 'Dützi']"
dachteln,['Dächtel']
Dame,['Dämlein']
Damm,['Dämmlein']
Dausch,['Däuschlein']
Dolle,['Döllein']
Dorn,['Dörnlein']
Dübel,['Dübellein']
tun,"['Düdel', 'Geheimtuerei', 'Getui', 'Heimlichtuerei', 'Zutuerlein']"
dudeln,"['Düdelerei', 'Gedudel', 'Gedüdel', 'Träumdudel']"
Duft,['Düftel']
Tümpel,"['Dümpfi', 'Tümpfelein']"
dürr,['Dürrappel']
leben,['Dürrleberlein']
Dutt,['Düttlein']
Ecke,"['Eckelein', 'Ecklein', 'Goschenecklein', 'Mauleckelein', 'Ruheckelein', 'Seichecklein', 'Vierecklein']"
Eiche,"['Eichel', 'Eichelein', 'Eicherl', 'Eichlein', 'Eichnelein', 'Kräheneichel']"
Eidechse,['Eidechslein']
ei,"['Eieilein', 'Eielein']"
Fladen,"['Eierflädlein', 'Erdbirnenflädelein', 'Fladelein', 'Flädlein', 'Geschwimmflädlein', 'Schwimmflädlein', 'Schwingflädlein']"
Gucke,"['Eierguckel', 'Guckel', 'Starenguckel']"
Ei,"['Eierlein', 'Eierpfankel', 'Eierwämmlein', 'Eilein', 'Froscheierlein', 'Fröscheierlein', 'Fröscheilein', 'Haseneierlein', 'Ostereilein']"
Nest,"['Eiernestlein', 'Haarnestel', 'Haarnestlein', 'Hasennestlein', 'Nestel', 'Nestlein', 'Ostereiernestlein', 'Osternestlein']"
Pfiffer,"['Eierpfifferlein', 'Fleischpfifferlein', 'Gelbpfifferlein', 'Maipfifferlein', 'Mückenpfifferlein', 'Pfifferlein', 'Rainpfifferlein', 'Rauchpfifferlein', 'Regenpfifferlein', 'Schnupftabakpfifferlein', 'Stockpfifferlein', 'Teufelspfifferlein', 'Wiesenpfifferlein']"
Schelfe,['Eierschelflein']
Wamme,['Eierwärmlein']
brennen,"['Einbrennlein', 'Mehleinbrennchen']"
ein,['Einfallspinsel']
Kummer,"['Einmachkümmerlein', 'Einschneidekümmerlein', 'Esskümmerlein', 'Kummerlein', 'Kümerlein', 'Kümmerlein', 'Maiskümmerlein', 'Salatkümmerchen', 'Salatkümmerlein', 'Salzkümmerlein', 'Schlangenkümmerlein', 'Schälkümmerlein']"
siedeln,['Einsiedel']
einzel,"['Einzelein', 'Einzerlein']"
Eisen,"['Eischen', 'Eiselein', 'Eisenstiefel', 'Eislein', 'Kufeneislein', 'Reibeisel', 'Reibeiselein', 'Reibeislein', 'Riebelein', 'Schlitteneislein', 'Spekuliereislein']"
decken,"['Eisdeckelein', 'Eisdecklein', 'Tischdecklein']"
Berta,['Eisenberti']
Keil,"['Eisenkeitel', 'Holzkeitel', 'Keilein', 'Keilerei', 'Keitel']"
Täcks,"['Eisentäcksel', 'Eisentäckslein', 'Holztäcksel', 'Holztäckslein', 'Schuhtäckslein', 'Täcksel', 'Täckselein', 'Täckslein']"
